CODUSU,nro_hogar,ch03,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,ipcf,cat_ocup,pp03c,pp03i,pp10a,p21,tot_p12,t_vi,itf,ch12,ch13,ch14,pp3e_tot,pp3f_tot,df,rango_edad,adulto_esquiv,ID_hogar,ad_equiv_hogar,ingreso_necesario,pobre
125666  ,1.0,1.0,1.0,36.0,1.0,4.0,3.0,1.0,,140.0,3.0,1.0,1.0,,300.0,,,700.0,4.0,2.0,02,46.0,0.0,T105,30 a 45 años,1.0,125666  -1.0,4.18,857.1925999999999,1
125666  ,1.0,2.0,2.0,35.0,1.0,4.0,2.0,3.0,4.0,140.0,,,,,,,,700.0,2.0,1.0,  ,0.0,0.0,T105,30 a 45 años,0.77,125666  -1.0,4.18,857.1925999999999,1
125666  ,1.0,3.0,2.0,15.0,5.0,4.0,3.0,3.0,3.0,140.0,,,,,,,300.0,700.0,5.0,2.0,01,0.0,0.0,T105,15 años,0.77,125666  -1.0,4.18,857.1925999999999,1
125666  ,1.0,3.0,1.0,12.0,5.0,4.0,3.0,3.0,3.0,140.0,,,,,,,,700.0,3.0,2.0,08,0.0,0.0,T105,12 años,0.85,125666  -1.0,4.18,857.1925999999999,1
125666  ,1.0,3.0,1.0,10.0,5.0,4.0,1.0,3.0,3.0,140.0,,,,,,,,700.0,3.0,2.0,05,0.0,0.0,T105,10 años,0.79,125666  -1.0,4.18,857.1925999999999,1
126344  ,1.0,1.0,1.0,53.0,2.0,1.0,6.0,1.0,,1266.6666666666667,3.0,2.0,2.0,,1500.0,800.0,,3800.0,7.0,1.0,  ,30.0,30.0,T105,46 a 60 años,1.0,126344  -1.0,2.79,572.1453,0
126344  ,1.0,2.0,2.0,52.0,2.0,1.0,6.0,1.0,,1266.6666666666667,3.0,1.0,2.0,,1500.0,,,3800.0,7.0,1.0,  ,30.0,0.0,T105,46 a 60 años,0.76,126344  -1.0,2.79,572.1453,0
126344  ,1.0,3.0,1.0,16.0,5.0,1.0,3.0,3.0,3.0,1266.6666666666667,,,,,,,,3800.0,5.0,2.0,02,0.0,0.0,T105,16 años,1.03,126344  -1.0,2.79,572.1453,0
127081  ,1.0,1.0,2.0,84.0,4.0,1.0,2.0,3.0,1.0,139.5,,,,,,,279.0,279.0,2.0,1.0,  ,0.0,0.0,T105,más de 75 años,0.63,127081  -1.0,1.3900000000000001,285.0473,1
127081  ,1.0,5.0,2.0,19.0,5.0,1.0,5.0,3.0,3.0,139.5,,,,,,,,279.0,7.0,2.0,00,0.0,0.0,T105,18 a 29 años,0.76,127081  -1.0,1.3900000000000001,285.0473,1
127095  ,1.0,1.0,1.0,41.0,2.0,12.0,5.0,1.0,,248.0,3.0,1.0,2.0,,650.0,,,1240.0,7.0,2.0,01,25.0,0.0,T105,30 a 45 años,1.0,127095  -1.0,4.04,828.4828,0
127095  ,1.0,2.0,2.0,36.0,2.0,12.0,6.0,1.0,,248.0,3.0,1.0,2.0,,590.0,,,1240.0,6.0,1.0,  ,25.0,0.0,T105,30 a 45 años,0.77,127095  -1.0,4.04,828.4828,0
127095  ,1.0,3.0,2.0,14.0,5.0,12.0,3.0,3.0,3.0,248.0,,,,,,,,1240.0,3.0,2.0,08,0.0,0.0,T105,14 años,0.76,127095  -1.0,4.04,828.4828,0
127095  ,1.0,3.0,1.0,12.0,5.0,12.0,1.0,3.0,3.0,248.0,,,,,,,,1240.0,3.0,2.0,06,0.0,0.0,T105,12 años,0.85,127095  -1.0,4.04,828.4828,0
127095  ,1.0,3.0,1.0,7.0,5.0,12.0,1.0,4.0,3.0,248.0,,,,,,,,1240.0,3.0,2.0,01,0.0,0.0,T105,7 años,0.66,127095  -1.0,4.04,828.4828,0
127117  ,1.0,1.0,2.0,30.0,5.0,1.0,6.0,1.0,,153.33333333333334,3.0,1.0,2.0,,400.0,,,920.0,7.0,1.0,  ,36.0,0.0,T105,30 a 45 años,0.77,127117  -1.0,3.8600000000000003,791.5702,0
127117  ,1.0,6.0,2.0,55.0,3.0,2.0,2.0,3.0,4.0,153.33333333333334,,,,,,,,920.0,2.0,1.0,  ,0.0,0.0,T105,46 a 60 años,0.76,127117  -1.0,3.8600000000000003,791.5702,0
127117  ,1.0,8.0,1.0,28.0,1.0,1.0,4.0,1.0,,153.33333333333334,3.0,1.0,2.0,,520.0,,,920.0,4.0,1.0,  ,45.0,0.0,T105,18 a 29 años,1.02,127117  -1.0,3.8600000000000003,791.5702,0
127117  ,1.0,9.0,2.0,18.0,5.0,1.0,3.0,3.0,3.0,153.33333333333334,,,,,,,,920.0,5.0,2.0,02,0.0,0.0,T105,18 a 29 años,0.76,127117  -1.0,3.8600000000000003,791.5702,0
127117  ,1.0,3.0,1.0,4.0,5.0,1.0,7.0,4.0,5.0,153.33333333333334,,,,,,,,920.0,0.0,0.0,  ,0.0,0.0,T105,4 años,0.55,127117  -1.0,3.8600000000000003,791.5702,0
127117  ,1.0,9.0,2.0,1.0,5.0,1.0,7.0,4.0,5.0,153.33333333333334,,,,,,,,920.0,0.0,0.0,  ,0.0,0.0,T105,1 año,,127117  -1.0,3.8600000000000003,791.5702,0
127188  ,1.0,1.0,1.0,68.0,2.0,1.0,2.0,3.0,1.0,387.5,,,,,,,1550.0,1550.0,2.0,1.0,  ,0.0,0.0,T105,61 a 75 años,0.83,127188  -1.0,3.54,725.9478,0
127188  ,1.0,2.0,2.0,70.0,2.0,1.0,2.0,3.0,4.0,387.5,,,,,,,,1550.0,2.0,1.0,  ,0.0,0.0,T105,61 a 75 años,0.67,127188  -1.0,3.54,725.9478,0
127188  ,1.0,9.0,1.0,21.0,5.0,2.0,3.0,3.0,7.0,387.5,,,,,,,,1550.0,4.0,2.0,04,0.0,0.0,T105,18 a 29 años,1.02,127188  -1.0,3.54,725.9478,0
127188  ,1.0,9.0,1.0,18.0,5.0,2.0,3.0,3.0,3.0,387.5,,,,,,,,1550.0,5.0,2.0,01,0.0,0.0,T105,18 a 29 años,1.02,127188  -1.0,3.54,725.9478,0
127930  ,1.0,1.0,1.0,36.0,2.0,1.0,5.0,1.0,,390.0,3.0,1.0,2.0,,600.0,,,1170.0,7.0,2.0,01,48.0,0.0,T105,30 a 45 años,1.0,127930  -1.0,2.22,455.2554,0
127930  ,1.0,2.0,2.0,26.0,2.0,1.0,4.0,1.0,,390.0,3.0,1.0,2.0,,570.0,,,1170.0,4.0,1.0,  ,48.0,0.0,T105,18 a 29 años,0.76,127930  -1.0,2.22,455.2554,0
127930  ,1.0,3.0,2.0,2.0,5.0,1.0,7.0,4.0,5.0,390.0,,,,,,,,1170.0,0.0,0.0,  ,0.0,0.0,T105,2 años,0.46,127930  -1.0,2.22,455.2554,0
127930  ,3.0,1.0,2.0,14.0,5.0,4.0,2.0,1.0,,100.0,3.0,1.0,2.0,,100.0,,,100.0,2.0,1.0,  ,84.0,0.0,T105,14 años,0.76,127930  -3.0,0.76,155.8532,1
128490  ,1.0,1.0,2.0,67.0,3.0,1.0,2.0,3.0,4.0,375.0,,,,,,,,750.0,2.0,1.0,  ,0.0,0.0,T105,61 a 75 años,0.67,128490  -1.0,1.4300000000000002,293.25010000000003,0
128490  ,1.0,5.0,2.0,26.0,5.0,1.0,5.0,1.0,,375.0,3.0,1.0,2.0,,500.0,,,750.0,6.0,2.0,02,48.0,0.0,T105,18 a 29 años,0.76,128490  -1.0,1.4300000000000002,293.25010000000003,0
128880  ,1.0,1.0,1.0,70.0,2.0,1.0,4.0,3.0,1.0,393.3333333333333,,,,,,,460.0,2360.0,4.0,1.0,  ,0.0,0.0,T105,61 a 75 años,0.83,128880  -1.0,4.48,918.7136,0
128880  ,1.0,2.0,2.0,66.0,2.0,1.0,2.0,3.0,4.0,393.3333333333333,,,,,,,,2360.0,2.0,1.0,  ,0.0,0.0,T105,61 a 75 años,0.67,128880  -1.0,4.48,918.7136,0
128880  ,1.0,3.0,2.0,45.0,3.0,1.0,6.0,1.0,,393.3333333333333,3.0,1.0,2.0,,500.0,,,2360.0,6.0,1.0,  ,20.0,0.0,T105,30 a 45 años,0.77,128880  -1.0,4.48,918.7136,0
128880  ,1.0,3.0,2.0,32.0,5.0,2.0,6.0,1.0,,393.3333333333333,3.0,1.0,2.0,,1400.0,,,2360.0,7.0,1.0,  ,21.0,0.0,T105,30 a 45 años,0.77,128880  -1.0,4.48,918.7136,0
128880  ,1.0,5.0,2.0,14.0,5.0,1.0,3.0,3.0,3.0,393.3333333333333,,,,,,,,2360.0,5.0,2.0,00,0.0,0.0,T105,14 años,0.76,128880  -1.0,4.48,918.7136,0
128880  ,1.0,5.0,2.0,8.0,5.0,1.0,1.0,4.0,3.0,393.3333333333333,,,,,,,,2360.0,3.0,2.0,00,0.0,0.0,T105,8 años,0.68,128880  -1.0,4.48,918.7136,0
129380  ,1.0,1.0,1.0,25.0,1.0,4.0,5.0,1.0,,45.0,3.0,1.0,2.0,,150.0,,,225.0,7.0,2.0,00,20.0,0.0,T105,18 a 29 años,1.02,129380  -1.0,2.79,572.1453,1
129380  ,1.0,2.0,2.0,28.0,1.0,4.0,4.0,3.0,4.0,45.0,,,,,,,,225.0,4.0,1.0,  ,0.0,0.0,T105,18 a 29 años,0.76,129380  -1.0,2.79,572.1453,1
129380  ,1.0,3.0,2.0,4.0,5.0,4.0,7.0,4.0,5.0,45.0,,,,,,,,225.0,1.0,2.0,00,0.0,0.0,T105,4 años,0.55,129380  -1.0,2.79,572.1453,1
129380  ,1.0,3.0,2.0,2.0,5.0,4.0,7.0,4.0,5.0,45.0,,,,,,,,225.0,0.0,0.0,  ,0.0,0.0,T105,2 años,0.46,129380  -1.0,2.79,572.1453,1
129380  ,1.0,3.0,1.0,1.0,5.0,4.0,7.0,4.0,5.0,45.0,,,,,,,,225.0,0.0,0.0,  ,0.0,0.0,T105,1 año,,129380  -1.0,2.79,572.1453,1
129761  ,1.0,1.0,2.0,28.0,3.0,4.0,2.0,1.0,,26.666666666666668,3.0,1.0,1.0,,80.0,,,80.0,2.0,1.0,  ,3.0,0.0,T105,18 a 29 años,0.76,129761  -1.0,2.02,414.2414,1
129761  ,1.0,3.0,1.0,7.0,5.0,4.0,1.0,4.0,3.0,26.666666666666668,,,,,,,,80.0,3.0,2.0,01,0.0,0.0,T105,7 años,0.66,129761  -1.0,2.02,414.2414,1
129761  ,1.0,3.0,2.0,5.0,5.0,4.0,7.0,4.0,5.0,26.666666666666668,,,,,,,,80.0,1.0,2.0,01,0.0,0.0,T105,5 años,0.6,129761  -1.0,2.02,414.2414,1
130113  ,1.0,1.0,1.0,81.0,2.0,1.0,4.0,3.0,1.0,267.5,,,,,,,535.0,535.0,4.0,1.0,  ,0.0,0.0,T105,más de 75 años,0.74,130113  -1.0,1.4100000000000001,289.1487,0
130113  ,1.0,2.0,2.0,72.0,2.0,1.0,1.0,3.0,4.0,267.5,,,,,,,,535.0,2.0,2.0,01,0.0,0.0,T105,61 a 75 años,0.67,130113  -1.0,1.4100000000000001,289.1487,0
130468  ,3.0,1.0,2.0,28.0,5.0,1.0,5.0,1.0,,1300.0,3.0,1.0,2.0,,800.0,,,1300.0,7.0,2.0,05,30.0,0.0,T105,18 a 29 años,0.76,130468  -3.0,0.76,155.8532,0
131340  ,1.0,1.0,1.0,66.0,2.0,1.0,3.0,3.0,7.0,275.0,,,,,,,,1100.0,4.0,2.0,02,0.0,0.0,T105,61 a 75 años,0.83,131340  -1.0,3.2800000000000002,672.6296,0
131340  ,1.0,2.0,2.0,64.0,2.0,1.0,4.0,3.0,1.0,275.0,,,,,,,1100.0,1100.0,4.0,1.0,  ,0.0,0.0,T105,61 a 75 años,0.67,131340  -1.0,3.2800000000000002,672.6296,0
131340  ,1.0,3.0,2.0,29.0,5.0,4.0,5.0,3.0,3.0,275.0,,,,,,,,1100.0,6.0,2.0,01,0.0,0.0,T105,18 a 29 años,0.76,131340  -1.0,3.2800000000000002,672.6296,0
131340  ,1.0,3.0,1.0,27.0,5.0,4.0,6.0,3.0,7.0,275.0,,,,,,,,1100.0,7.0,1.0,  ,0.0,0.0,T105,18 a 29 años,1.02,131340  -1.0,3.2800000000000002,672.6296,0
131482  ,1.0,1.0,1.0,42.0,2.0,1.0,1.0,1.0,,142.5,3.0,1.0,2.0,,600.0,,,1140.0,2.0,2.0,05,56.0,0.0,T105,30 a 45 años,1.0,131482  -1.0,5.44,1115.5808,0
131482  ,1.0,2.0,2.0,36.0,2.0,1.0,3.0,3.0,4.0,142.5,,,,,,,,1140.0,4.0,2.0,02,0.0,0.0,T105,30 a 45 años,0.77,131482  -1.0,5.44,1115.5808,0
131482  ,1.0,3.0,2.0,20.0,3.0,1.0,3.0,3.0,4.0,142.5,,,,,,,,1140.0,4.0,2.0,02,0.0,0.0,T105,18 a 29 años,0.76,131482  -1.0,5.44,1115.5808,0
131482  ,1.0,3.0,1.0,17.0,1.0,1.0,2.0,1.0,,142.5,3.0,1.0,2.0,,240.0,,,1140.0,2.0,1.0,  ,44.0,0.0,T105,17 años,1.04,131482  -1.0,5.44,1115.5808,0
131482  ,1.0,3.0,2.0,13.0,5.0,1.0,2.0,3.0,3.0,142.5,,,,,,,,1140.0,3.0,2.0,07,0.0,0.0,T105,13 años,0.76,131482  -1.0,5.44,1115.5808,0
131482  ,1.0,4.0,2.0,19.0,1.0,4.0,2.0,3.0,4.0,142.5,,,,,,,,1140.0,2.0,1.0,  ,0.0,0.0,T105,18 a 29 años,0.76,131482  -1.0,5.44,1115.5808,0
131482  ,1.0,5.0,2.0,1.0,5.0,1.0,7.0,4.0,5.0,142.5,,,,,,,,1140.0,0.0,0.0,  ,0.0,0.0,T105,1 año,,131482  -1.0,5.44,1115.5808,0
131482  ,1.0,5.0,1.0,0.0,5.0,4.0,7.0,4.0,5.0,142.5,,,,,,,,1140.0,0.0,0.0,  ,0.0,0.0,T105,Menor de 1 año,0.35,131482  -1.0,5.44,1115.5808,0
132774  ,1.0,1.0,1.0,34.0,1.0,4.0,3.0,1.0,,51.0,2.0,1.0,2.0,,250.0,120.0,,510.0,4.0,2.0,03,45.0,0.0,T105,30 a 45 años,1.0,132774  -1.0,7.1,1455.9969999999998,1
132774  ,1.0,2.0,2.0,32.0,1.0,4.0,2.0,1.0,,51.0,3.0,1.0,2.0,,40.0,,,510.0,2.0,1.0,  ,8.0,0.0,T105,30 a 45 años,0.77,132774  -1.0,7.1,1455.9969999999998,1
132774  ,1.0,3.0,1.0,14.0,5.0,2.0,2.0,1.0,,51.0,3.0,1.0,2.0,,100.0,,,510.0,2.0,1.0,  ,78.0,0.0,T105,14 años,0.96,132774  -1.0,7.1,1455.9969999999998,1
132774  ,1.0,3.0,2.0,11.0,5.0,4.0,1.0,3.0,3.0,51.0,,,,,,,,510.0,3.0,2.0,05,0.0,0.0,T105,11 años,0.72,132774  -1.0,7.1,1455.9969999999998,1
132774  ,1.0,3.0,1.0,11.0,5.0,4.0,1.0,3.0,3.0,51.0,,,,,,,,510.0,3.0,2.0,03,0.0,0.0,T105,11 años,0.82,132774  -1.0,7.1,1455.9969999999998,1
132774  ,1.0,3.0,1.0,7.0,5.0,4.0,1.0,4.0,3.0,51.0,,,,,,,,510.0,3.0,2.0,01,0.0,0.0,T105,7 años,0.66,132774  -1.0,7.1,1455.9969999999998,1
132774  ,1.0,3.0,1.0,5.0,5.0,4.0,7.0,4.0,5.0,51.0,,,,,,,,510.0,1.0,2.0,01,0.0,0.0,T105,5 años,0.6,132774  -1.0,7.1,1455.9969999999998,1
132774  ,1.0,3.0,1.0,2.0,5.0,4.0,7.0,4.0,5.0,51.0,,,,,,,,510.0,0.0,0.0,  ,0.0,0.0,T105,2 años,0.46,132774  -1.0,7.1,1455.9969999999998,1
132774  ,1.0,3.0,2.0,0.0,5.0,4.0,7.0,4.0,5.0,51.0,,,,,,,,510.0,0.0,0.0,  ,0.0,0.0,T105,Menor de 1 año,0.35,132774  -1.0,7.1,1455.9969999999998,1
132774  ,1.0,7.0,2.0,55.0,4.0,2.0,1.0,3.0,4.0,51.0,,,,,,,,510.0,2.0,2.0,03,0.0,0.0,T105,46 a 60 años,0.76,132774  -1.0,7.1,1455.9969999999998,1
132904  ,1.0,1.0,1.0,46.0,1.0,4.0,2.0,1.0,,393.0,2.0,1.0,1.0,,280.0,,,786.0,2.0,1.0,  ,14.0,0.0,T105,46 a 60 años,1.0,132904  -1.0,1.77,362.9739,0
132904  ,1.0,2.0,2.0,33.0,1.0,1.0,1.0,3.0,1.0,393.0,,,,,,,506.0,786.0,9.0,2.0,98,0.0,0.0,T105,30 a 45 años,0.77,132904  -1.0,1.77,362.9739,0
133746  ,1.0,1.0,1.0,44.0,2.0,1.0,3.0,1.0,,176.0,2.0,1.0,2.0,,380.0,,,880.0,4.0,2.0,03,50.0,0.0,T105,30 a 45 años,1.0,133746  -1.0,4.2,861.294,0
133746  ,1.0,2.0,2.0,43.0,2.0,1.0,2.0,1.0,,176.0,3.0,1.0,2.0,,500.0,,,880.0,2.0,1.0,  ,30.0,0.0,T105,30 a 45 años,0.77,133746  -1.0,4.2,861.294,0
133746  ,1.0,3.0,1.0,15.0,5.0,1.0,3.0,3.0,3.0,176.0,,,,,,,,880.0,5.0,2.0,01,0.0,0.0,T105,15 años,1.0,133746  -1.0,4.2,861.294,0
133746  ,1.0,3.0,2.0,12.0,5.0,1.0,1.0,3.0,3.0,176.0,,,,,,,,880.0,3.0,2.0,06,0.0,0.0,T105,12 años,0.74,133746  -1.0,4.2,861.294,0
133746  ,1.0,3.0,1.0,9.0,5.0,1.0,1.0,4.0,3.0,176.0,,,,,,,,880.0,3.0,2.0,03,0.0,0.0,T105,9 años,0.69,133746  -1.0,4.2,861.294,0
133813  ,1.0,1.0,1.0,61.0,2.0,12.0,4.0,1.0,,845.0,3.0,1.0,2.0,,1800.0,,,3380.0,4.0,1.0,  ,18.0,0.0,T105,61 a 75 años,0.83,133813  -1.0,2.89,592.6523,0
133813  ,1.0,2.0,2.0,61.0,2.0,12.0,4.0,3.0,1.0,845.0,,,,,,,1000.0,3380.0,4.0,1.0,  ,0.0,0.0,T105,61 a 75 años,0.67,133813  -1.0,2.89,592.6523,0
133813  ,1.0,3.0,2.0,25.0,5.0,12.0,6.0,3.0,4.0,845.0,,,,,,,,3380.0,7.0,1.0,  ,0.0,0.0,T105,18 a 29 años,0.76,133813  -1.0,2.89,592.6523,0
133813  ,1.0,7.0,2.0,85.0,4.0,12.0,2.0,3.0,1.0,845.0,,,,,,,580.0,3380.0,2.0,1.0,  ,0.0,0.0,T105,más de 75 años,0.63,133813  -1.0,2.89,592.6523,0
134471  ,1.0,1.0,2.0,88.0,4.0,1.0,2.0,3.0,1.0,378.2142857142857,,,,,,,525.0,5295.0,2.0,1.0,  ,0.0,0.0,T105,más de 75 años,0.63,134471  -1.0,10.94,2243.4658,0
134471  ,1.0,3.0,2.0,58.0,5.0,1.0,5.0,1.0,,378.2142857142857,3.0,,2.0,,700.0,1050.0,,5295.0,6.0,2.0,03,0.0,0.0,T105,46 a 60 años,0.76,134471  -1.0,10.94,2243.4658,0
134471  ,1.0,5.0,2.0,35.0,5.0,12.0,5.0,1.0,,378.2142857142857,3.0,1.0,2.0,,700.0,,,5295.0,6.0,2.0,01,30.0,0.0,T105,30 a 45 años,0.77,134471  -1.0,10.94,2243.4658,0
134471  ,1.0,5.0,1.0,29.0,5.0,4.0,4.0,1.0,,378.2142857142857,3.0,1.0,2.0,,450.0,,,5295.0,4.0,1.0,  ,48.0,0.0,T105,18 a 29 años,1.02,134471  -1.0,10.94,2243.4658,0
134471  ,1.0,5.0,1.0,27.0,5.0,1.0,5.0,1.0,,378.2142857142857,3.0,1.0,2.0,,500.0,,,5295.0,6.0,2.0,01,63.0,0.0,T105,18 a 29 años,1.02,134471  -1.0,10.94,2243.4658,0
134471  ,1.0,5.0,1.0,26.0,5.0,2.0,5.0,1.0,,378.2142857142857,3.0,1.0,2.0,,420.0,,,5295.0,7.0,2.0,03,42.0,0.0,T105,18 a 29 años,1.02,134471  -1.0,10.94,2243.4658,0
134471  ,1.0,5.0,2.0,25.0,5.0,4.0,5.0,3.0,3.0,378.2142857142857,,,,,,,,5295.0,6.0,2.0,00,0.0,0.0,T105,18 a 29 años,0.76,134471  -1.0,10.94,2243.4658,0
134471  ,1.0,5.0,1.0,24.0,5.0,1.0,5.0,3.0,3.0,378.2142857142857,,,,,,,,5295.0,6.0,2.0,00,0.0,0.0,T105,18 a 29 años,1.02,134471  -1.0,10.94,2243.4658,0
134471  ,1.0,5.0,2.0,17.0,5.0,1.0,3.0,3.0,3.0,378.2142857142857,,,,,,,,5295.0,5.0,2.0,02,0.0,0.0,T105,17 años,0.77,134471  -1.0,10.94,2243.4658,0
134471  ,1.0,9.0,2.0,14.0,5.0,12.0,3.0,3.0,3.0,378.2142857142857,,,,,,,,5295.0,3.0,2.0,09,0.0,0.0,T105,14 años,0.76,134471  -1.0,10.94,2243.4658,0
134471  ,1.0,9.0,2.0,11.0,5.0,12.0,1.0,3.0,3.0,378.2142857142857,,,,,,,,5295.0,3.0,2.0,05,0.0,0.0,T105,11 años,0.72,134471  -1.0,10.94,2243.4658,0
134471  ,1.0,9.0,1.0,8.0,5.0,12.0,1.0,4.0,3.0,378.2142857142857,,,,,,,,5295.0,3.0,2.0,03,0.0,0.0,T105,8 años,0.68,134471  -1.0,10.94,2243.4658,0
134471  ,1.0,9.0,1.0,4.0,5.0,12.0,7.0,4.0,5.0,378.2142857142857,,,,,,,,5295.0,0.0,0.0,  ,0.0,0.0,T105,4 años,0.55,134471  -1.0,10.94,2243.4658,0
134471  ,1.0,9.0,2.0,2.0,5.0,4.0,7.0,4.0,5.0,378.2142857142857,,,,,,,,5295.0,0.0,0.0,  ,0.0,0.0,T105,2 años,0.46,134471  -1.0,10.94,2243.4658,0
134641  ,1.0,1.0,1.0,54.0,4.0,2.0,6.0,1.0,,390.0,2.0,1.0,2.0,,900.0,,,1950.0,7.0,1.0,  ,25.0,0.0,T105,46 a 60 años,1.0,134641  -1.0,3.79,777.2153,0
134641  ,1.0,3.0,1.0,27.0,5.0,12.0,6.0,1.0,,390.0,3.0,1.0,2.0,,700.0,,,1950.0,6.0,1.0,  ,60.0,0.0,T105,18 a 29 años,1.02,134641  -1.0,3.79,777.2153,0
134641  ,1.0,3.0,2.0,21.0,3.0,1.0,5.0,2.0,,390.0,3.0,,,2.0,,,,1950.0,6.0,2.0,01,0.0,0.0,T105,18 a 29 años,0.76,134641  -1.0,3.79,777.2153,0
134641  ,1.0,5.0,2.0,4.0,5.0,1.0,7.0,4.0,5.0,390.0,,,,,,,,1950.0,0.0,0.0,  ,0.0,0.0,T105,4 años,0.55,134641  -1.0,3.79,777.2153,0
134641  ,1.0,5.0,1.0,2.0,5.0,1.0,7.0,4.0,5.0,390.0,,,,,,,,1950.0,0.0,0.0,  ,0.0,0.0,T105,2 años,0.46,134641  -1.0,3.79,777.2153,0
135304  ,1.0,1.0,2.0,45.0,3.0,1.0,4.0,1.0,,350.0,3.0,1.0,2.0,,700.0,,,1050.0,4.0,1.0,  ,30.0,0.0,T105,30 a 45 años,0.77,135304  -1.0,2.49,510.6243,0
135304  ,1.0,3.0,1.0,14.0,5.0,1.0,3.0,3.0,3.0,350.0,,,,,,,,1050.0,3.0,2.0,09,0.0,0.0,T105,14 años,0.96,135304  -1.0,2.49,510.6243,0
135304  ,1.0,3.0,2.0,13.0,5.0,1.0,2.0,3.0,3.0,350.0,,,,,,,,1050.0,3.0,2.0,07,0.0,0.0,T105,13 años,0.76,135304  -1.0,2.49,510.6243,0
135323  ,1.0,1.0,2.0,48.0,5.0,1.0,6.0,1.0,,1280.0,3.0,2.0,2.0,,680.0,600.0,,1280.0,7.0,1.0,  ,25.0,25.0,T105,46 a 60 años,0.76,135323  -1.0,0.76,155.8532,0
135465  ,1.0,1.0,1.0,66.0,2.0,1.0,4.0,3.0,1.0,283.3333333333333,,,,,,,1200.0,1700.0,4.0,1.0,  ,0.0,0.0,T105,61 a 75 años,0.83,135465  -1.0,4.28,877.6996,0
135465  ,1.0,2.0,2.0,65.0,2.0,1.0,2.0,3.0,4.0,283.3333333333333,,,,,,,,1700.0,2.0,1.0,  ,0.0,0.0,T105,61 a 75 años,0.67,135465  -1.0,4.28,877.6996,0
135465  ,1.0,3.0,1.0,39.0,3.0,1.0,2.0,1.0,,283.3333333333333,3.0,,2.0,,500.0,,,1700.0,2.0,1.0,  ,0.0,0.0,T105,30 a 45 años,1.0,135465  -1.0,4.28,877.6996,0
135465  ,1.0,5.0,1.0,21.0,5.0,1.0,4.0,2.0,,283.3333333333333,3.0,,,2.0,,,,1700.0,4.0,1.0,  ,0.0,0.0,T105,18 a 29 años,1.02,135465  -1.0,4.28,877.6996,0
135465  ,1.0,5.0,2.0,18.0,5.0,1.0,3.0,3.0,3.0,283.3333333333333,,,,,,,,1700.0,5.0,2.0,03,0.0,0.0,T105,18 a 29 años,0.76,135465  -1.0,4.28,877.6996,0
135465  ,1.0,5.0,2.0,1.0,5.0,1.0,7.0,4.0,5.0,283.3333333333333,,,,,,,,1700.0,0.0,0.0,  ,0.0,0.0,T105,1 año,,135465  -1.0,4.28,877.6996,0
136474  ,1.0,1.0,1.0,69.0,2.0,1.0,2.0,3.0,1.0,400.0,,,,,,,800.0,800.0,2.0,1.0,  ,0.0,0.0,T105,61 a 75 años,0.83,136474  -1.0,1.5899999999999999,326.06129999999996,0
136474  ,1.0,2.0,2.0,56.0,2.0,1.0,4.0,3.0,4.0,400.0,,,,,,,,800.0,4.0,1.0,  ,0.0,0.0,T105,46 a 60 años,0.76,136474  -1.0,1.5899999999999999,326.06129999999996,0
137250  ,1.0,1.0,1.0,48.0,2.0,4.0,3.0,1.0,,92.0,3.0,1.0,2.0,,180.0,,,460.0,4.0,2.0,03,30.0,0.0,T105,46 a 60 años,1.0,137250  -1.0,4.3,881.8009999999999,1
137250  ,1.0,2.0,2.0,47.0,2.0,4.0,2.0,3.0,4.0,92.0,,,,,,,,460.0,2.0,1.0,  ,0.0,0.0,T105,46 a 60 años,0.76,137250  -1.0,4.3,881.8009999999999,1
137250  ,1.0,3.0,2.0,24.0,5.0,4.0,4.0,3.0,4.0,92.0,,,,,,,,460.0,4.0,1.0,  ,0.0,0.0,T105,18 a 29 años,0.76,137250  -1.0,4.3,881.8009999999999,1
137250  ,1.0,3.0,1.0,23.0,5.0,4.0,2.0,1.0,,92.0,3.0,1.0,2.0,,280.0,,,460.0,2.0,1.0,  ,45.0,0.0,T105,18 a 29 años,1.02,137250  -1.0,4.3,881.8009999999999,1
137250  ,1.0,3.0,2.0,13.0,5.0,4.0,1.0,3.0,3.0,92.0,,,,,,,,460.0,3.0,2.0,06,0.0,0.0,T105,13 años,0.76,137250  -1.0,4.3,881.8009999999999,1
137302  ,1.0,1.0,2.0,77.0,5.0,1.0,1.0,3.0,1.0,390.0,,,,,,,390.0,390.0,2.0,2.0,04,0.0,0.0,T105,más de 75 años,0.63,137302  -1.0,0.63,129.1941,0
138465  ,1.0,1.0,2.0,74.0,1.0,1.0,1.0,3.0,1.0,689.0,,,,,,,720.0,1378.0,2.0,2.0,05,0.0,0.0,T105,61 a 75 años,0.67,138465  -1.0,1.5,307.605,0
138465  ,1.0,2.0,1.0,69.0,1.0,1.0,4.0,3.0,1.0,689.0,,,,,,,658.0,1378.0,4.0,1.0,  ,0.0,0.0,T105,61 a 75 años,0.83,138465  -1.0,1.5,307.605,0
138693  ,1.0,1.0,1.0,58.0,2.0,1.0,5.0,1.0,,340.0,1.0,2.0,2.0,,1000.0,280.0,,2380.0,7.0,2.0,04,48.0,24.0,T105,46 a 60 años,1.0,138693  -1.0,5.73,1175.0511000000001,0
