Barrio,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10
Club Miralagos,,,,,3.4140063399547365,,7.766226439967466,,,,3.7317196127904286,,,,,7.486830003282234,3.8467035393075037,,,,3.78685986247414,,3.637711167539537,3.7578723256008875,3.7235475830598133,3.76991272569,3.795548014431778,3.9357395320454622,3.728420218478143,3.8466032049487406,3.8140425970679424,4.046287267268322,3.982348322148876,3.892220378131966,3.9992794504253744,3.982348322148876,3.871201010907891,3.941293387728259,4.05512384906882,3.7295361320514324,3.8632328412587142,3.9268380912132868,3.850927906068335,3.912023005428146,4.01000341378835,3.977810745966149,4.057533492286794,4.133628540930685,,,4.110473944151984,,4.037186148382152,4.022791863095233,4.024818499573491,7.137704884765347,3.8757652574055217,3.7722610630529876,7.221831246049482,3.9691814192680948,7.107909312071648,3.9281523873580295,4.073757928613713,3.9938530236757783,6.7974072218132715,3.9954046143671973,3.8757652574055217,3.9539139471373064,3.981278516443856,3.8175396135998154,3.903990833730882,4.134464556011526,3.9325475620785575,4.195169922714536,7.192542993407553,3.972141026336871,7.074809363645303,3.937432406262343,4.134464556011526,4.05537320832373,7.1480912308367195,3.8707935011110663
Cofico,7.572731582575386,,,,,6.907755278982137,,7.718685495198466,,,,,7.233177679416765,7.24422751560335,7.067087317551393,7.134528598346925,7.04279156278608,7.236259345954173,7.170119543449628,7.572731582575386,6.720408554261432,6.8277125713086,6.994355508684363,6.912742820493176,7.108425974444288,6.897498778814948,7.013115794639964,6.997906375976434,7.000845702048149,6.996000597223718,7.004065288188659,6.85187482058768,7.03035760107447,6.756932389247553,6.961822500252413,6.7099295356522175,6.939743624191664,6.817100910714006,6.771953737823075,6.798163703933081,6.941656830657818,6.637566363977873,6.8277125713086,6.596247628118286,6.723021175782798,6.82883526103201,6.81814312029245,6.880726606594218,,,,,,6.989018243060903,6.748066377351181,,6.907755278982137,6.8277125713086,6.907755278982137,6.884200971764682,6.918805115168722,6.917656592630227,6.865195664563341,6.946975992135418,7.061905958809396,6.919901625266659,7.1441440570463675,6.946871307175186,6.969951486852043,7.052336507793245,7.293646769077869,6.907755278982137,6.853267093698068,7.069598304432551,6.9767481504690885,6.937608242131819,6.989081873666529,6.984466038550196,6.885950649015284,6.965253771043353,7.024015085097999,6.930793508131055
Coghlan,,,,,,,,7.846024917575067,,,7.942722302489891,8.031385330625534,8.015101247619,7.824046010856292,8.22448056577574,8.006367567650246,,7.870566026491185,8.032075924360454,8.049852679589986,7.888584531993863,8.058327306580958,7.94330943168311,7.944570284546636,7.919356190660617,7.878534196140362,7.862025258921508,7.9330362945646975,7.923300968951634,7.890295396397493,7.865586654347469,7.991100095519458,7.890466760621584,7.845099420054124,7.801573155004234,7.808045669509851,7.824046010856292,7.825644732219989,7.862210352344874,7.808045669509851,7.789158751855852,7.766903244382396,7.707512194600341,7.7367040007011445,7.7528153432526326,7.798728202872002,7.7761065485671725,7.707385939944532,7.92107441736248,7.3777589082278725,7.933213225322043,7.84988724204018,7.8136746350491535,7.747084969720164,7.808501928633479,7.813995675002791,7.73599924745878,7.814996175336375,7.8232764840772635,7.748990844693795,7.798538251309079,7.780616452928956,7.818768953755448,7.747084969720164,7.806785678558734,7.842914495160675,7.840046352202734,7.815747208041597,7.7950584739830395,7.761769081334777,7.793508085143916,7.7664168980196555,7.963807953231451,7.894004599463202,7.8632667240095735,7.8410072242496405,7.865155504404358,7.822377953755595,7.874598290019123,7.7912561880333016,7.871039136506354,7.828976176964151
Colegiales,8.180720954795024,,,8.055847624913616,,8.37860702813009,7.563546672998314,,8.122439738903001,7.915983506181978,7.600902459542082,7.789781416882196,8.247860257632652,8.081488198118356,8.014089613744158,7.869166446136762,8.006367567650246,8.094336340596204,7.97819669068355,8.093870465908067,7.848310632855924,8.014564334854425,7.878113232126568,7.925398505116579,7.8632667240095735,7.944836309959431,7.875633379646786,7.904088718529828,7.847762537473608,7.934046906070621,7.83931348298708,7.862357770758082,7.854351360351621,7.8632667240095735,7.772828811862073,7.776793126005747,7.777816664055027,7.832014180505469,7.827548641407494,7.8357420506194835,7.7664168980196555,7.860088874242769,7.824046010856292,7.815677761185776,7.871052053232223,7.765205510833359,7.725200176219659,7.7406644019172415,7.9282316430603785,7.6164066460780475,7.8303111920418855,7.864868005376548,7.8088679508488426,7.804243383560112,7.767631921576201,7.855540109121073,7.7853314986756015,7.83931348298708,7.848018652214411,7.8272781744465725,7.801144246569607,7.829365172333892,7.867765481154407,7.940616190087466,7.927299044174553,7.99460272607066,7.873878384604168,7.918998498486685,7.89202415126444,7.9492091538102985,7.939115340641079,7.952300346379971,7.976514604500566,8.063287857902928,7.99160859799067,7.971315929591328,7.979123475008212,7.95093500849384,7.984388660931471,7.9724660159745655,7.96922802070079,7.9492091538102985
Congreso,,7.887194677704809,,7.649692623711514,7.600902459542082,7.728735831051967,7.497267569851726,7.911057387845922,7.306394422019902,7.7912561880333016,7.642287675704937,7.6823954937932655,7.679796402011745,7.991100095519458,7.743076948322625,7.504275623853011,7.631674118208836,7.391173595191957,7.761525653874958,7.5681278932203355,7.557784568377979,7.866605625275088,7.583202882442682,7.536363938404511,7.543744045702134,7.438383530044307,7.575584651557793,7.4795416025378145,7.541479039071281,7.59402958025432,7.498623610421665,7.516345071514019,7.481101259729462,7.454298985350207,7.473069088032197,7.469274017063646,7.450421508603786,7.4673710669175595,7.418580902748128,7.437491469147556,7.436834343057478,7.435822709182633,7.445949854923837,7.414566432384893,7.370458561623219,7.429304866111103,7.298105317766041,7.3451534341933105,7.4244460222005255,7.233177679416765,7.477523438381578,7.333423094407821,7.4270555297391,7.410483692515508,7.311094987777988,7.3232707229438025,7.257130920439258,7.318497444191145,7.311552329989604,7.343073350239982,7.393263094763838,7.287902579106012,7.342040825625793,7.332830743666943,7.352441100243583,7.371039957979128,7.331569525758498,7.382907221214677,7.382213258577253,7.302749087223006,7.2870227795204485,7.347706563161471,7.362491436097084,7.382213258577253,7.392484988476158,7.385791079925137,7.341391264056997,7.344969085404882,7.389058463481806,7.342535429316003,7.3768900982786025,7.3232707229438025
Constitucion,7.090076835776092,,7.18692666176601,,6.9402407341266255,7.717573766345775,7.117105508164011,7.199366629573808,7.018980914092362,6.465922526703098,7.421996375363653,7.61725707553054,7.418580902748128,7.438989774379335,7.292469442985262,7.366062868464681,7.308389967113092,7.067603979924033,7.610027367319083,7.1308988302963465,7.385075040363548,7.233177679416765,7.2544708830181115,7.234483163187125,7.264430222920869,7.395050405337933,7.390867064180612,7.313220387090301,7.190618064997969,7.264430222920869,7.172638436469112,7.305252217441125,7.222230201295238,7.195437351433918,7.186248925379512,7.159069707263043,7.1308988302963465,7.118362011520288,7.148917335799025,7.267758013013544,7.068097929057316,7.061905958809396,7.24422751560335,7.181620369332858,7.1441440570463675,7.11254969162815,6.968151462405683,7.0716283054483515,7.227964748688112,7.111850635325652,7.25004148546877,7.062535087486957,7.08534229869398,7.159069707263043,7.115394643760381,7.090076835776092,6.969448847987477,6.995288798344257,7.064324339673677,7.012161389118729,7.154868020409343,7.078903535177966,7.168038377245804,7.07326971745971,7.1308988302963465,7.217910207285977,7.090076835776092,7.052586226860593,7.05857816871672,7.062804047906066,7.113078512407218,7.031369234949314,7.150316916153448,7.286868434712925,7.1780245395243885,7.1308988302963465,7.138510472675671,7.159069707263043,7.1308988302963465,7.21003615085507,7.172447833209219,7.142155984820981
Cordon ,,,,,,,,,,7.8231365064734515,7.639616971722773,,,,7.672496112729092,7.832194539420197,7.662202985405878,,7.882716283625431,,7.603751470099401,7.798728202872002,7.877155836170241,7.7664168980196555,7.710101751507074,7.649692623711514,7.6348040112177635,7.698549423408434,7.8408531291726735,7.672875959167172,7.54037989573907,7.591933789559322,7.692193879751489,7.6468836275594025,7.754590847655041,7.632554151376702,7.647115302697214,7.459642389545902,7.578923552823307,7.837291237606313,7.700516459500909,7.702685153852024,7.717073891304124,7.888594147332251,7.6743299280969,7.655157118183593,7.713686694301394,7.641631113519437,,,-3.912023005428146,7.6863233378546205,7.6412799108231875,7.391776177445438,7.846299872525282,,7.748783526355745,7.688490593252497,7.782219495910032,7.641724454062338,7.77670278948389,7.790144459180611,7.7186369303968565,7.742413443534179,7.90100705199242,7.862083897428193,7.806273023964023,7.765072668151337,7.782976710506565,7.718685495198466,7.764622590385492,7.786676754464777,7.7912561880333016,7.855517477763341,7.895701999762728,7.824046010856292,7.751475318021456,7.876460754184288,7.846024917575067,7.859699114089298,7.868545874002935,7.831942677877717
Country Club Banco Provincia,,,,,,,,,,,,,,5.883250962467749,7.669895331029034,7.18667507324922,7.645354222112916,7.318951061799287,6.551080335043404,7.3777589082278725,7.600902459542082,7.459823861282177,7.313220387090301,7.406002120541268,7.418580902748128,7.423722302248547,7.444157744537778,7.4276307382680455,7.306102919321438,7.435048340738169,7.3495880312611765,7.486132851047635,7.385791079925137,7.376201679779267,7.459251942479056,7.191261980023437,7.354042381610556,7.332638472947403,7.393263094763838,7.376201679779267,7.3777589082278725,7.418580902748128,7.266700371455409,7.313220387090301,7.401773784431747,7.4276307382680455,7.35670549903004,7.380468941962542,7.508529139411067,,,7.06438734966078,7.397518439597793,7.450620256492744,7.434027297765063,7.390672114631051,7.122165150327592,6.884940601215965,6.684611727667927,6.897704943128636,7.293417759794122,7.280891499974941,7.333839674293037,7.343073350239982,7.362010551259734,7.401773784431747,7.4002317640799316,7.4041921652960285,7.29952154273214,7.313220387090301,7.291874094939645,7.332638472947403,7.318951061799287,7.270660772671506,7.350637349589637,7.313220387090301,7.313220387090301,7.340619361278416,7.26159387043117,7.284455833172149,7.26126064815959,6.546741933444807
Country Club Los Cardales,,2.8036545418146717,,4.40048159904724,6.620073206530356,7.428150353764279,4.268697949366879,7.24422751560335,,,,7.031100961427959,,7.004833286202615,7.2078598714324755,7.290747531238243,2.796881414808826,4.206822545648791,5.605401354181827,3.661264287080963,6.7952768847629414,6.574535077747301,4.523090629170397,6.620073206530356,6.342441469932076,4.007333185232471,4.579190316522736,4.314367986200067,6.907755278982137,4.605170185988092,6.943473361584216,7.123978387451773,6.863303516411303,6.854912797607757,6.702960866336124,6.845830384812826,6.802394763324311,6.774223886357614,6.956545443151569,6.888707084011442,6.87001495099929,6.864784064081775,6.158515597484831,6.681999927520687,6.884407914985146,6.878767742108884,6.700115914203892,6.116679359622774,,,,,4.79846077415262,6.67255398300813,7.047517221357296,,6.820743901992508,6.608899905932231,6.666593222165249,4.680534330216789,6.82678621644847,6.907755278982137,6.6850562709070775,6.598434031426875,6.355348172643658,6.355348172643658,6.85192562007921,6.756932389247553,5.721612154876925,6.868534565828856,6.782592136028131,6.522817467489164,6.906542625422423,6.90714895220228,4.799326200429049,6.843216757844566,5.847955978413992,6.5635797748339115,6.968379900798572,6.76610476191911,6.689008103641916,6.4324091996863935
Echesortu,,,,7.600902459542082,,,7.2972200457438605,7.581177954194303,8.065208067673181,7.354042381610556,7.4524824544238095,7.4795416025378145,7.4041921652960285,7.4673710669175595,7.442898210398834,7.4784606905667745,7.309212365692763,7.313220387090301,7.306086401191449,7.379360189594847,7.43963431194596,7.441646175679124,7.277502304488222,7.2876424824596455,7.33061212980217,7.27931883541462,7.290747531238243,7.2972200457438605,7.2236082284006145,7.264430222920869,7.27931883541462,7.217687960368738,7.226209010100671,7.277502304488222,7.254809624933887,7.275480059107454,7.22983877815125,7.28190743907926,7.240649694255466,7.378861241611589,7.200891202116382,7.2549145034928255,7.116847076840696,7.181707158622016,7.195437351433918,7.17741884593124,7.14004340775993,7.158296532623557,7.2015163975103,7.170119543449628,7.180190122013224,7.174383942236085,7.177305203110502,7.1308988302963465,7.264430222920869,7.195437351433918,7.17741884593124,7.115785192486299,7.295093002497745,7.12420984214555,7.144137638540531,7.166019496705615,7.253501152388679,7.2078598714324755,7.233971015436161,7.23407293480366,7.278351561439478,7.2386430999077405,7.264430222920869,7.253038756569627,7.2015163975103,7.240461032807873,7.288219084884884,7.224272901073805,7.245176691831103,7.200424892944957,7.262328918095535,7.23911241493658,7.2782733570130675,7.254626222824249,7.30505707645114,7.19945343728255
El Canton,,,,6.8661613816833,7.387328359244023,,,7.395050405337933,,,7.3916250927595994,7.221412837837178,,,,7.393337749048767,7.406746445101125,7.367287608360577,7.3777589082278725,7.294350223098878,7.293417759794122,7.288219084884884,7.256061973250353,7.287960720331063,7.354042381610556,7.183078837958468,7.3114362652968,7.313220387090301,7.278534829102411,7.195437351433918,7.3465275851080705,7.161989417366378,7.264430222920869,7.27931883541462,7.296826577314625,7.28095952487208,7.239889114004752,7.289233634958864,7.276179115409953,7.29158121198682,7.313220387090301,7.388727939598446,6.979214242964282,7.226209010100671,7.277502304488222,7.225209509767588,7.1666169128984265,7.227074436377101,,7.068378473315013,7.260072917551914,7.223483470119621,7.349936402628574,7.172863029395379,7.234277184750182,7.234083066531578,7.195437351433918,7.1564519047209645,7.172314934013063,7.195437351433918,7.213136928533319,7.290747531238243,7.16440524218619,7.188657664448539,7.282188277842573,7.383837954304255,7.288219084884884,7.172863029395379,7.266762132255848,7.275924602346604,7.175350592867181,7.253048458831273,7.090893495682647,7.367287608360577,7.333839674293037,7.222248608884574,7.30721436303009,7.30868523192491,7.17080828350041,7.096997278620665,7.3095098076937655,7.171040068640133
El Canton - Norte,,,,,,,,,,7.649692623711514,,7.313220387090301,,,,7.4673710669175595,7.412191104649357,7.3916250927595994,7.338538195074592,7.268099951809832,7.282448728423548,7.369100845484758,7.354042381610556,7.256061973250353,7.250700030108967,7.23911241493658,7.41983012214856,7.41383029998953,7.24422751560335,7.260576653604879,7.2476231046044886,7.260072917551914,7.315926748688044,7.33569324294236,7.21003615085507,7.3777589082278725,7.338538195074592,7.340738415984194,7.313220387090301,7.252595765273867,7.227525665985419,7.213136928533319,6.069651966679772,7.327526948842108,7.207500223883193,7.328926503411762,7.236259345954173,7.188268861955305,,,5.298317366548036,7.2982947368736255,7.201349030837056,7.22835416644706,7.195437351433918,7.184008655610295,7.161028571748376,7.241246887465212,7.060518033534548,7.1308988302963465,7.181451109459178,7.0431599159883405,7.240901960362292,7.266762132255848,7.272388059767955,7.101694208867808,7.202479634059331,7.260422201523331,7.229764640923106,7.2355318086357965,7.2355318086357965,7.2782733570130675,7.319262701546264,7.385791079925137,7.195437351433918,7.148520431646166,7.195437351433918,7.143535414300859,6.868170598966459,7.238529494488712,7.148206575657991,7.143535414300859
El Cantón - Barrio Golf,,,,,,,,,,,,,,,,,7.275864600546533,7.214280439235398,7.27931883541462,4.0943445622221,7.237234480112379,7.184008655610295,7.068621900774832,4.892852258439873,4.75932086581535,7.090076835776092,7.044824221525104,6.128569320680046,7.266152876232316,5.1093512670354135,7.2406939430220385,5.133387552465951,7.1308988302963465,7.151266133120781,7.203219491875973,7.216056638636654,7.196650207859127,7.216056638636654,7.186428098682579,6.9891009184360895,6.975760008096194,7.329749689041512,5.7670315049639,7.226209010100671,7.24422751560335,7.249346980709541,7.08043186841691,7.192491841204161,,,5.13715934811535,,4.878463520987773,7.2510431421384105,6.386674409443595,7.066360309158775,7.151952239494179,7.1057085814677885,7.170119543449628,7.170119543449628,7.161028571748376,5.19335693091155,6.041255211610998,7.221083998627693,7.2078598714324755,7.2293389031096,7.217297667937697,7.21649076063175,7.293417759794122,7.179688994465779,7.26630346730255,7.194710078578421,7.216056638636654,7.24422751560335,7.122866658599083,7.200424892944957,7.179688994465779,7.292018179439698,7.101911293423094,7.1034998561082325,7.290747531238243,7.28043056426731
El Cantón - Barrio Islas,,,,,,7.20928946424207,,,,7.454298985350207,7.099646286792242,7.1789080494827076,7.422809238857649,4.421738134910109,,7.354042381610556,7.184008655610295,7.387328359244023,7.387328359244023,7.3777589082278725,7.269607111100403,7.184008655610295,7.237234480112379,7.393263094763838,7.393263094763838,7.2972200457438605,7.36362201846737,7.322189057073062,7.256061973250353,7.313220387090301,7.328834614891853,7.393263094763838,7.318951061799287,7.2078598714324755,7.226209010100671,7.276179115409953,7.3091470617026655,7.32896874405844,7.168548451217587,7.287244900687041,7.232799124531887,7.170119543449628,6.820743901992508,7.110696122978827,7.2293389031096,7.25544258642349,7.306102919321438,7.313220387090301,,,7.219730044002962,6.2958092099003125,7.110696122978827,7.148917335799025,7.205589722897936,7.332638472947403,7.197909540579307,7.095114629806049,7.315145315499886,7.315145315499886,7.052112577515122,7.179217407567155,7.179217407567155,7.238239420079992,7.289409738396583,7.174476848818584,7.27931883541462,7.250144744426851,7.360311994624152,7.282448728423548,7.252595765273867,7.23510260782635,7.309045015679821,7.291604796614362,7.272626990125048,7.291604796614362,7.291604796614362,7.265561658078341,7.361342112583963,7.1421966155897945,7.265561658078341,7.2318092212190415
El Cantón - Barrio Puerto,,,,,,,,,,7.231341189381585,7.090076835776092,7.054358753174013,6.990591284561286,,,,7.2078598714324755,7.325341747622646,7.325341747622646,7.313220387090301,7.242690236284464,7.270660772671506,7.275480059107454,7.300316982254394,5.628740073511702,7.28852777449993,7.224794916063473,7.236259345954173,7.232251324556635,7.195437351433918,7.206686063969789,7.17313159391962,7.348949869081373,7.236259345954173,7.270160897629855,7.282448728423548,7.29641326877392,7.264430222920869,7.264430222920869,7.236259345954173,7.271720656183549,7.153888348521045,7.013115794639964,7.267295560275362,7.281838786349133,7.264430222920869,7.28852777449993,7.2119666533851285,,,,,7.068097929057316,7.289637652869087,7.1308988302963465,7.393263094763838,7.152368534963402,7.231542356076035,7.173458444715143,7.101313263702121,7.1308988302963465,6.951059076461542,7.148520431646166,7.1450468965947165,7.289409738396583,7.26317865781181,7.294528254078148,7.0350170585930645,7.186468681451157,7.182014331101778,7.179473500444904,7.064523761351474,7.106206217705975,7.12700018988069,7.098142283215891,7.179456679445568,7.182014331101778,7.059561291850141,7.264430222920869,7.216612348570377,7.18559103476105,7.221412837837178
El Naudir,,,,,,3.895062390121101,4.253233723669297,4.254513314374922,,,4.1300251572419375,4.155833193550915,2.835883572612095,4.036032587593707,,4.63257430423559,4.142272699638612,4.353682343780355,3.9234808010495272,4.050075882771514,4.398795665732351,4.044919678894578,4.09732773085251,4.009143333200517,4.380850855584869,4.354182608502708,4.605170185988092,4.747892169991727,4.850292644021076,4.712872623090998,4.493756802763439,4.745136230823393,4.603994406899079,4.699977979446758,4.738518301424503,4.593645700136137,4.560834372168039,4.707059994348508,4.698409341113573,4.603994406899079,4.778488911892093,4.773051058627252,4.707028071094715,4.783057145714181,4.7392332355036535,4.739803504435962,4.829482644507283,4.737603280863551,4.832748334370167,,4.855810986759523,4.7961124161316775,4.628427048152359,4.666918193056539,4.689430529605831,4.736615170314416,4.751779815958088,4.900884430137136,5.030053379953357,4.757156542985973,4.739054150919311,4.738118658164747,4.745136230823393,4.653899376406704,4.887312078064257,4.907586918196809,4.689831385632767,5.008415537357942,4.757638779632365,4.6847878139527825,4.972894966113409,4.66232859982804,4.7474864081683465,4.741036835113458,4.876045140123491,4.666918193056539,4.653960350157523,4.661152820739028,4.672888360043042,4.732885438948335,4.606926112690356,4.741621288715948
El Remanso,,,3.3142291090497817,,,,,,3.1623054733798064,4.017383521085972,,,,3.8119395468711637,,6.755874747689418,3.35070291371419,,3.6635616461296463,3.365479299060076,7.081708586105575,3.0493476195341556,3.629353474799909,,6.593639949462201,,3.5639564360260136,7.023537976625434,,,,5.626821433520073,3.6499113945073915,3.5639564360260136,6.845039073995964,3.4080291759538586,6.750569695459725,6.592281189200698,6.745236349484363,3.442644571576329,6.859937404631644,4.135166556742356,6.474663323072148,6.39024066706535,3.582065449828127,6.759205751179195,6.396929655216146,6.6061401122264325,,,,,6.706430775062567,4.439655747510518,6.680538402280291,6.868717172085301,6.463374754624299,3.4539436367121463,4.872156864649134,3.4804645280921123,6.83698620809393,3.4807402142940407,6.733401891837359,7.022824608766924,6.810357896110364,5.761697641651134,6.660193200319782,3.7395258451219116,5.7185666253357095,4.634157722861343,6.551080335043404,3.6669939533113896,3.2002105306488406,3.595451923124228,5.642413528279909,6.746487131386015,6.65905865324331,4.8307677262638675,6.277787000043723,4.5145158177199605,6.617402977974478,4.211557992692463
Estancias Del Pilar,,,,,,,,,,,,3.5448813575383396,,,,7.17741884593124,7.261034633919731,7.4894888721711785,7.429391818852343,7.333839674293037,7.322433339130706,7.257650535935491,7.210704823564706,7.239889114004752,7.28520647135547,7.257650535935491,7.234748771648806,7.336035064856473,7.353789639389804,7.346010209913293,7.429391818852343,7.310542287490039,7.468029178162109,7.372523258294224,,7.492048054630001,7.412538588292165,7.552421605620683,7.371114365509204,7.379241488188096,7.340176197078829,7.1441440570463675,7.059044726528363,7.30505707645114,7.306631340900024,7.347706563161471,7.266700371455409,7.226209010100671,,,,7.468029178162109,7.2850495101236055,7.428059646702671,7.114091711979966,,7.430456790335994,7.313220387090301,7.418580902748128,7.4041921652960285,7.336209905315,5.595903394116762,7.606043859042501,7.357520645986882,7.418580902748128,7.458083638137818,6.632812232307786,7.398378195430608,7.399552485867268,7.409847222779373,7.504275623853011,7.4463967507412026,7.38588850245754,7.359689384919936,7.393263094763838,7.397438466174319,7.460202577438947,7.393263094763838,7.40799879341759,7.509930681336356,7.472738974489857,7.4399720927294455
Fincas de San Vicente,,,,,,,,,,3.209825989348283,,7.025538314638521,,,,2.5672018925148308,7.013115794639964,,3.1501393965163897,7.27661064147774,5.312058402465621,,2.67000213346468,2.8779492378976075,3.1135153092103742,3.2242473686701114,3.2188758248682006,3.7689221617874726,3.215536923602686,3.332204510175204,3.590439381300684,4.346201510521738,3.421816668864891,3.682897382436389,3.4893551190833536,,,,5.4837205898793995,3.709498741316672,3.367295829986474,3.65324297418847,5.072615086450137,3.6088367464404,3.5604047293299503,3.578878558899608,3.6016014460068755,3.5886979762102023,,,3.7297014486341915,3.533974341961193,,3.388209638460525,3.3843902633457743,3.418905905252328,3.5065620639692874,3.3634570536793085,3.4965075614664802,3.5290040861498118,3.450325838340164,3.4657359027997265,3.5916809908160543,3.5325333837232424,3.529017419660926,3.5556045046245544,3.4657359027997265,3.542275979922061,3.4943229017890065,3.4834461530648912,3.4864711387532443,3.3280386402186366,3.443583098158593,3.6809112844647593,3.564335697986793,3.4775703604467294,3.5396934589160804,3.414789463626234,3.3963769431438156,3.3704257229954018,3.4473909199843216,3.3467091963780855
Fisherton,,,,,7.318497444191145,,7.113199253196946,7.346010209913293,7.316798208438185,7.454298985350207,7.631674118208836,7.27399967393702,6.885776372263361,5.068264406932892,7.070274208479912,4.78954858791964,7.248569384812241,7.268703575905103,6.907755278982137,4.719459332390219,7.186783346653584,7.003065458786462,7.1969725360710965,7.155591442886719,7.179688994465779,7.123978387451773,7.259153165820026,7.184387515247333,6.991136887921188,7.090076835776092,6.97019074992293,7.141827900828537,7.037808407230335,7.117105508164011,7.200424892944957,6.959401410279021,7.076504758230548,7.225514806671196,7.05617528410041,7.148520431646166,6.848036044280515,6.991136887921188,6.974694761657246,7.036967010462143,7.123463851808829,7.150701457592526,7.141748846320413,7.043887453306717,6.707084583519986,6.699725365477976,6.996487183761722,7.158568038238301,7.200424892944957,7.1308988302963465,7.090076835776092,7.256061973250353,7.081778032961396,7.059439866314202,7.1308988302963465,7.098810515744846,7.038783541388542,7.301667421352265,7.146898155769256,7.175634724137738,7.156874316699607,7.165996237788485,7.277399447261037,7.108425974444288,7.081866763753421,7.21649076063175,7.242327214934599,7.163992827577431,7.257130920439258,7.394189449623968,6.951839336540864,7.3727463664043285,6.991838396192678,7.090076835776092,7.298137144878973,7.27594323653752,7.213136928533319,7.20168061245724
Flores,7.865771944526511,7.924129469413274,7.9675277343339825,7.666742217037625,7.6975486448891495,7.384679351072446,7.682580490556349,7.6597429595650155,7.600902459542082,7.703796882704715,7.7605326051339665,7.513891082552453,7.592244396798968,7.739603393860147,7.441053758600186,7.82992344171336,7.80682585739136,7.613641485319512,7.655609852535015,7.706262975199909,7.650382516805452,7.7284500351024885,7.651570558535714,7.669895331029034,7.610278328469054,7.58616348458158,7.6368344687681455,7.574585151224709,7.568112636719092,7.585634987411294,7.543744045702134,7.609636139510837,7.555782024261613,7.569811872472052,7.585634987411294,7.536363938404511,7.4936883752349335,7.487573774235079,7.475971847690158,7.4882051538204015,7.497015498129041,7.4757393165880766,7.472069587699114,7.455334498308293,7.458586237361827,7.465253745048958,7.453390719887008,7.423971751383004,7.447851285048241,7.435724572381039,7.438383530044307,7.53346117874655,7.431484307584036,7.4978302744022685,7.409364247643204,7.452774723898343,7.410447750116722,7.408530566894626,7.396601996029353,7.459823861282177,7.43727303576028,7.3574762632727335,7.405841876970698,7.459251942479056,7.431159684954988,7.448886252243457,7.4787528310071565,7.431484307584036,7.436202504097947,7.438383530044307,7.465100918383021,7.481101259729462,7.501272618593241,7.501647501446741,7.495541943884256,7.488179467828228,7.49268887490185,7.481950516680717,7.504887806302493,7.496833099647876,7.487573774235079,7.446751779714824
Floresta,7.925142127727661,7.325490479682116,7.567000907866401,7.767956544205249,7.762170607138205,7.709116044182315,7.765205510833359,7.536363938404511,7.45298232946546,7.469874197135678,7.044956400495622,7.669895331029034,7.650283707458008,7.52327452941825,7.600902459542082,7.549609165154532,7.518229484151051,7.717573766345775,7.595342874457476,7.653088212712652,7.543744045702134,7.600902459542082,7.532583215564605,7.563162131559236,7.548059978167703,7.520480892231508,7.571049496392401,7.447124844445881,7.502505664840838,7.463127355600452,7.484234872969565,7.516690326719936,7.486126944949654,7.471564730375596,7.43963431194596,7.497224030067241,7.454948546919002,7.4276307382680455,7.362010551259734,7.3685704821734666,7.441837764912395,7.425337685211008,7.389058463481806,7.343073350239982,7.347121938765983,7.410282099933433,7.342207923963554,7.407152206924505,7.307141341013919,7.387328359244023,7.422809238857649,7.266920106845362,7.287244900687041,7.3232707229438025,7.282136130726588,7.320942433184212,7.294172192119607,7.258530500793682,7.2928115154590945,7.2972200457438605,7.264430222920869,7.267758013013544,7.300797867091744,7.296125953731002,7.3174442582064865,7.26829869969879,7.336342804511156,7.27931883541462,7.298621587669149,7.313220387090301,7.335199293809077,7.311886164077165,7.41774687419778,7.396108046896069,7.402832545779988,7.372589707892303,7.346010209913293,7.351372153054678,7.347580060947007,7.403312874186868,7.367692302838357,7.342640637101768
