Barrio,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10
Otros barrios de Nordelta,,8.121436897435034,,8.285391577358913,7.857525716422267,7.946413181684316,,7.9062841090932645,7.786619605337175,8.253338455045014,7.0092257009804815,7.9724660159745655,,7.911057387845922,7.2196269459050315,8.060434788920523,7.895504974838437,7.824046010856292,7.730714071064073,8.003011859803275,7.99251053298882,7.859475610158599,7.824046010856292,7.970054388227077,7.824046010856292,7.90100705199242,7.876005749787003,7.9167163456976,7.829731776993877,7.824046010856292,7.781461099674848,7.737900060143091,7.698276623567259,7.824046010856292,7.897296472595885,7.806241386222785,7.824632030938911,7.784825297703011,7.875339305243843,7.879615862011103,7.875339305243843,7.877155836170241,7.829058552679836,7.8120344338063745,7.929406526514119,7.840924048643644,7.928864006495386,7.828663433308144,,7.99394504765169,7.872055230042653,7.919356190660617,7.782623135302707,7.889040226130382,7.772752716468742,7.787004739175943,7.866605625275088,7.7118340202493645,7.9492091538102985,7.805696872188095,7.819608783647982,7.78208181175726,7.908530303651376,7.937374696163295,7.837291237606313,7.888584531993863,7.885153996897074,8.021701931650354,8.111728083308073,7.884670632672727,7.871937298560707,7.955723834831492,7.960275690366184,7.853604813097837,8.086410275323782,8.111078732567455,7.957054867460118,7.852216887822989,8.09319677868619,8.014089613744158,7.971466015891232,7.945482495252837
Palermo,8.274115425201211,7.919356190660617,7.857947562531973,7.8160138391590275,8.286323718031614,8.699511414871303,8.059353646157042,8.288934539435257,8.287780027088433,8.160518247477505,8.126326882729225,8.20134024199776,8.383661798791715,8.237608329197077,8.358969186201342,8.12657880194252,8.116127482652725,8.14038333906845,8.215234694045648,8.16957519313493,8.116168211334095,8.101499478446167,8.055157731819678,8.079979384993493,8.057660862037798,8.020756305102346,7.9999366773199565,8.00201026228129,7.988185248567056,8.006367567650246,7.984562937683394,8.006367567650246,7.9999366773199565,7.988801243932348,7.950797716495436,7.9492091538102985,7.956041742197755,7.955723834831492,7.933608213367818,7.937374696163295,7.946263643580541,7.963807953231451,7.919356190660617,7.950797716495436,7.958576903813898,7.922486083669544,7.913658169545979,7.941228265479285,7.9899545380089165,7.97819669068355,8.01988128681697,7.992944547318106,7.989560449333865,8.002438289510357,7.989560449333865,8.021635039781035,7.973577744827256,8.004142872628135,7.992944547318106,8.015101247619,8.006367567650246,8.05288758328514,8.068970801363477,8.086410275323782,8.05288758328514,8.080854996735317,8.095896177171053,8.081875120158392,8.05339250629511,8.111728083308073,8.097934761175738,8.122399967895618,8.146596908958896,8.126995555438862,8.125151103640214,8.12651187949231,8.156649770699584,8.077826531632391,8.139898960274769,8.098864972655953,8.137576678235098,8.055557811841018
Parque Centenario,8.156649770699584,,,,7.525553022300295,7.895701999762728,,8.160518247477505,,,,8.116182433657453,7.781786201566409,7.816323964762382,7.217910207285977,7.748408596650672,7.650912880116744,8.074887514087003,7.649192873544973,7.8187549561910235,7.86868189969735,7.677442536664417,7.755053139369341,7.86686600803922,7.783589760932264,7.876936750692103,7.764227515645382,7.721324023748888,7.686844889342807,7.6587220304309085,7.645354222112916,7.686912929228274,7.570597110046753,7.707745555160131,7.631674118208836,7.626220267526373,7.735227987627594,7.708617713579487,7.69798046676256,7.675626005738018,7.629889996415335,7.650912880116744,7.71134745284588,7.5883236773352225,7.557281837066192,7.609270709212599,7.54446114863713,7.510337102801003,,,,,7.600902459542082,7.748408596650672,7.587647931096239,7.428150353764279,7.540277837725648,7.600902459542082,7.608759915785905,7.772391051036841,7.504447479044524,7.5656284931818165,7.639616971722773,7.609636139510837,7.669895331029034,7.647115302697214,7.635849489619317,7.631595606785263,7.737034633866663,7.654969680812358,7.741981057801988,7.712418676556983,7.627335716610238,7.841043587224863,7.727735330718383,7.716586858541545,7.750954755767252,7.7615340581882,7.878113232126568,7.870146413481882,7.893038882343244,7.850800454239858
Parque Chacabuco,,,7.869166446136762,7.900444052611581,7.226204464635796,7.5652752818989315,7.865426196850711,7.830978447631937,7.758663251593441,7.885414957232585,7.655120045446879,7.3777589082278725,7.942535817955911,7.7950584739830395,7.470766655918698,7.654969680812358,7.718685495198466,7.753665214094493,7.818946071724529,7.487573774235079,7.6359937793533526,7.5520529307478155,7.622859626894124,7.573352507773852,7.6019286268973945,7.606504715090752,7.647653509092645,7.615029838801293,7.696212639346407,7.715579902640313,7.525974430011907,7.557907873369016,7.57191492266883,7.600902459542082,7.600902459542082,7.5810998322459024,7.503100548908632,7.487573774235079,7.467798600077426,7.423971751383004,7.487573774235079,7.466656270512763,7.425884074679524,7.457195738875908,7.450841764966349,7.438383530044307,7.417330120846475,7.266394797416095,7.5008190009851,7.429808748304949,7.406746445101125,7.3750957908083885,7.332638472947403,7.320600494387924,7.417330120846475,7.4282897168750885,7.277502304488222,7.297952914959513,7.291466969350267,7.361885559071583,7.542633551418106,7.340906800205562,7.392796785592413,7.430141725149204,7.3481584384515815,7.378937458747317,7.3259932862158434,7.311183724396484,7.361150148110205,7.4108695686883514,7.418580902748128,7.378712197363163,7.511211091767192,7.499322666724162,7.529893456291162,7.4683789621817835,7.520859751868546,7.483119423885699,7.52294091807237,7.479205524564563,7.499502345100353,7.429754203346253
Parque Patricios,7.411660459903554,,7.822795228954639,,7.472460136425031,7.545552364458917,7.648487467850714,6.961822500252413,7.888584531993863,7.164051037613247,7.524623912460624,7.171720824816602,7.713380442968773,7.3418961870669674,7.561681746388801,7.749030195185822,7.384094726676959,7.311222384427628,7.569811872472052,7.505592279737757,7.589729158943957,7.529806537858352,7.505592279737757,7.457801615901409,7.600902459542082,7.349054840099518,7.564432779760691,7.351247782679541,7.459548341236351,7.474150753902938,7.474689998259616,7.420395786773417,7.324916426853493,7.425927523396723,7.3418961870669674,7.446902178272132,7.451063583201682,7.350582160188269,7.359740402725194,7.418580902748128,7.3495880312611765,7.313220387090301,7.330558570040653,7.326465613840322,7.240195252075411,7.397961615545392,7.217174101253474,7.208860371766058,7.670847290136878,7.278723951346826,7.313220387090301,7.217076526537399,7.217910207285977,7.3194900001038965,7.269801766722781,7.22200437881864,7.204159312126221,7.197484435055642,7.213850829436311,7.260415752557634,7.1441440570463675,7.213076451818241,7.219924067350101,7.2850495101236055,7.182192124683898,7.348311706901572,7.356504736128327,7.274174575337094,7.315097147103161,7.249194423660352,7.324916426853493,7.365180126021013,7.380114621920332,7.3213175973229205,7.3450976445029825,7.303917994427988,7.286859717399233,7.294644112871961,7.343073350239982,7.305785408602784,7.313220387090301,7.297952914959513
Parque Sakura,,,,,,,,,,,,,,6.997367437671824,7.484368643286131,,,,4.144374712687293,4.050609168714293,7.096997278620665,6.802394763324311,6.861235263347244,6.805260100678803,7.108425974444288,4.857225080796721,6.927363750370513,6.665986977830221,6.943518452560433,6.927363750370513,4.388499149179499,6.802394763324311,3.872282676778632,6.952875714262607,6.890948160665756,4.988996118992775,6.871581927189446,6.877902315832456,6.907755278982137,6.929981160267554,6.843216757844566,6.774223886357614,6.531277707747225,6.856461984594587,6.396929655216146,6.872663959170867,6.732402391504276,6.944122923153012,6.8526373639716365,,,,6.875803679175535,7.152877737015122,7.013115794639964,6.590019226808459,6.927363750370513,6.763174050171029,6.816405500393909,6.92809496321926,6.792875002983715,6.502290170873972,6.635014786528555,6.502290170873972,6.528265657277234,6.670625485693187,6.5243928842809495,6.785983406764521,6.708344591289881,6.307389831873158,6.841265537713304,6.476972362889683,6.963325130136948,6.4109814086717964,6.992913087322444,6.907755278982137,6.907755278982137,6.8544172705650555,6.907755278982137,6.840861044152107,6.89533275898358,6.740701194318971
Paternal,,,,7.848738623446663,,,,7.839634514623057,,7.626435761547247,7.641724454062338,7.90100705199242,7.8026965531011205,7.797408651327993,7.7406644019172415,7.615469781821522,7.572731582575386,7.139267079966864,7.569811872472052,7.657472811030477,7.595889917718538,7.580968244641265,7.649692623711514,7.565932212540576,7.586788168396286,7.540277837725648,7.497304058877655,7.536363938404511,7.495541943884256,7.560881426218032,7.457801615901409,7.528144015872943,7.566844288299356,7.495541943884256,7.4795416025378145,7.455050582529519,7.520859751868546,7.4673710669175595,7.418580902748128,7.375740744071636,7.426162710319012,7.40678744196261,7.393263094763838,7.446751779714824,7.382554782132251,7.556726563256797,7.4041921652960285,7.465941474107965,7.202872329921436,7.602698944049364,7.259153165820026,7.501695809458634,7.317430919626645,7.24422751560335,7.358861668046505,7.3964193309452755,7.489676824431858,7.313220387090301,7.3170776724900595,7.47122463623355,7.182780471942278,7.4815557019095165,7.450841764966349,7.442297429365444,7.4017182118956795,7.449143553158295,7.418580902748128,7.428791921798865,7.4252698908989245,7.449143553158295,7.495541943884256,7.403867595339808,7.532991253925872,7.6255950721324535,7.454152724842626,7.472680480113085,7.44539755047919,7.494740175187199,7.563762912592626,7.483119423885699,7.507083704324428,7.47122463623355
Península,,,,,,,,,,7.848143562435353,,8.002383482825657,7.9886159723580015,7.7164153466639265,7.944673998644907,7.970649485048168,7.915017789062019,7.824046010856292,7.984388660931471,8.070906088787819,7.769557825572223,8.081875120158392,8.006367567650246,8.111728083308073,8.013587815623733,8.073987755325225,7.948500185329698,7.979935822871713,8.075360439137198,8.035460913433003,7.7602344981113385,7.908387159290043,7.957577403480815,8.073576317343697,8.05981540209366,8.129427660407474,8.092768465876926,8.019790587982387,8.12077791882799,8.044676591046333,7.9913849662033005,7.998068764835551,7.932259595496525,8.12077791882799,8.006367567650246,7.969365791228422,8.047189562170502,8.054569669468124,,,8.006367567650246,8.09032417464492,8.077826531632391,7.911057387845922,8.072507370154792,8.334871634622283,7.960905193573489,8.010375589047786,7.999250099881383,8.031685375634536,8.001520267250685,8.043181540772963,8.096690205943533,8.072118945213028,8.029898065060442,8.075360439137198,8.11969625295725,8.022696909590794,8.138053463966369,8.047189562170502,8.14410821350932,8.207038263112398,8.111728083308073,8.111728083308073,8.161278499848832,8.152008245890961,8.091525375990553,8.140815483431748,8.103217393640165,8.178217824576906,8.249833219433524,8.039768328677319
Pichincha,,,,,,,7.749322464660356,,7.7164153466639265,7.618602036641484,,7.438383530044307,7.428890272406989,7.849798506958707,7.549609165154532,6.437751649736401,7.538382102560749,7.469710249270732,7.569811872472052,7.370899498676979,7.7440033031827555,7.4795416025378145,7.372060887113235,7.492860977130999,7.4673710669175595,7.482337562897608,7.448886252243457,7.4282897168750885,7.470282277125018,7.446698014828658,7.418580902748128,7.408530566894626,7.383178975697212,7.380325115720488,7.393263094763838,7.366062868464681,7.321565745128637,7.501962511687179,7.380114621920332,7.4815557019095165,7.423015499815993,7.486492108364338,7.322008364183883,7.4673710669175595,7.418580902748128,7.376469417398001,7.43227974710629,7.379615292188547,7.458924997257945,7.39357073974396,7.393263094763838,7.411124602071673,7.406746445101125,7.517612836206721,7.3954682318684695,7.446751779714824,7.329749689041512,7.4036447366761715,7.426099735162155,7.3777589082278725,7.4065286276287186,7.418580902748128,7.469050328437279,7.545587645373163,7.4391631335431185,7.476849810872103,7.529158554683241,7.619471239362486,7.447301975551555,7.617788496312948,7.673407416498525,7.52294091807237,7.693843308365121,7.631674118208836,7.611265246577629,7.6164066460780475,7.666322493873198,7.766352694623274,7.712609169756746,7.682375271141873,7.724839360772844,7.741354295011178
Pilar Centro,7.380114621920332,,,7.406310810156313,7.264430222920869,7.335199293809077,6.965384391818773,6.9818632511358585,6.993932975223189,7.0500715011623925,6.961822500252413,7.320600494387924,7.367287608360577,7.348067118420469,6.597600350678298,7.013115794639964,4.11454726953962,6.9337307653853975,7.013115794639964,7.176019265576817,7.170119543449628,7.268768624519468,7.259679620162271,6.932447891572509,7.182600204673237,7.1034998561082325,7.048833877242043,7.05617528410041,7.208176377211347,7.0620726393664945,6.812753252499151,7.013115794639964,7.038783541388542,6.970556180221167,7.179688994465779,6.848036044280515,7.1441440570463675,7.207786932455746,7.178630233117537,6.979214242964282,7.038783541388542,7.019652318346637,7.0412866716066596,7.080857101017855,7.124880757970784,7.120848494442845,7.166341404823141,7.091678117143066,7.1308988302963465,,6.7922423918602925,6.923167557977024,6.839877856579052,7.1308988302963465,7.178045608722049,7.1308988302963465,6.551080335043404,7.173458444715143,6.725433722188183,4.441197767862334,7.162647528610927,6.620073206530356,7.016954570947129,6.671366500917907,7.256061973250353,6.761151804790262,7.1308988302963465,7.05085612262281,7.023268166103981,7.164800381972028,6.979348390236865,7.117475809964206,7.058037482031475,7.003065458786462,6.9767481504690885,6.953968122137269,6.99698641271008,7.170119543449628,7.170119543449628,6.987306117889815,7.004605104972055,6.990316879675158
Pilar Del Este,,3.9724321332237063,,,7.230178518396115,,,7.385630063289488,,,,7.108425974444288,7.096997278620665,3.836673568186359,7.037808407230335,7.152877737015122,6.980999182522981,7.13623217627171,7.21122121913518,7.126890808898808,7.165584388284237,7.090076835776092,7.1308988302963465,7.120087914192131,7.047801352627854,7.092432549468551,7.074828728974744,7.089101701617885,7.1034998561082325,7.018980914092362,7.075580043917012,7.090076835776092,7.034556658381597,7.072058330273413,6.98829414146615,4.847731823159402,7.062948168387839,7.052937288826635,7.062948168387839,7.036646292050158,7.054985515964821,7.071166269376663,7.028899662341225,6.998212389137389,7.03844984413678,7.04030193494412,6.980704278628305,6.918928579580262,4.623862319000244,7.086447067725513,4.775069222783489,6.9436872882082,6.934652269909434,4.795379915631052,6.892006922013998,6.956545443151569,4.767689115485866,5.8912079433683315,6.90203719673121,6.809315206168884,4.867534450455582,4.689314862495645,4.775203911988353,4.854468015431557,4.776702696791228,4.651107281175117,6.927299875055107,4.680677738496237,5.7201773860676965,4.597923777467324,4.50496432091893,4.606959096662034,4.56594947283481,4.848516444619821,4.684607016636126,6.968379900798572,6.729709863095842,4.539382445450088,7.042103331513215,4.691480347470774,4.466374894244027,4.480746472114234
Pilar del Este - San Ramiro,,,,,,,,3.8835850701076127,,,,,,7.139776504328364,7.163688653119338,6.922248286284704,,,7.003065458786462,7.134528598346925,6.876006580667557,7.077654315777535,4.197854938591766,7.088894103527042,6.956263747938331,6.920285146949237,7.023926710744179,7.003065458786462,7.077515324104871,7.0311994700732585,7.0311994700732585,7.086447067725513,7.085768180995283,7.06784069432921,7.162647528610927,7.06494086250455,7.123978387451773,7.086447067725513,7.066578864508788,7.047221407126474,7.070618524205944,7.066244360407993,6.989993377219109,7.075642575012719,6.907755278982137,7.013115794639964,5.975591197951692,5.711081777137813,,,,,7.054000779302282,6.907755278982137,6.900409921277135,5.897938489097158,6.974446653480809,6.953740392223961,7.045905617462954,6.838135644704376,7.032918421936143,6.866206276069264,6.845189106878127,5.6958318194216915,6.999322472507628,7.05085612262281,7.032918421936143,7.097245325254704,7.0748563230254735,6.9922819725622585,7.101911293423094,6.982851772330687,6.983350598081527,7.095271652653196,4.836873366306795,4.551290952311188,7.098109007473356,,7.050318343637008,4.642211457668441,4.539418808425311,6.975961206727075
Pilar del Este - San Ramon,,,,,,,,,,,,3.814694661467584,,,,,,,3.7831901335851774,,7.1022572543329625,5.785762541669964,4.1689334192131735,,4.353855757707185,4.562894702839853,4.603000451842214,7.193141139173568,6.928233810325678,4.66318458104872,4.66318458104872,7.066360309158775,4.7303333289420975,7.046706739075999,6.940725298219707,6.914355963013489,6.920742474508948,5.889064932333169,7.144597674654508,6.980250781020291,6.949215106853261,7.010117291643707,5.904850074271211,6.276016726550835,6.119297918617867,6.858275221718768,6.816138171266271,6.9263316645550725,,,,,6.961459457953998,6.853267093698068,5.697093486505405,6.892232215795644,6.934783951370056,6.907755278982137,6.859153781136323,5.741761722721417,6.931102642979128,6.781925247040427,6.813003715580711,6.907755278982137,6.8923694496487595,6.781122628048771,7.052937288826635,6.957454947534409,7.030010229275423,6.781122628048771,6.933563162938009,6.933563162938009,6.975963529008671,7.115860952931806,7.1308988302963465,7.1308988302963465,7.1308988302963465,6.277908229308617,6.938238295707213,4.603110453025081,5.745791882733744,5.973253010044044
Pilar del Este - Santa Elena,,,,,,,,,,,,,,7.148917335799025,,,6.876404749098061,7.022685245656114,7.057873695281457,7.146166302427135,7.197707499968457,7.0412866716066596,6.9369544336744,6.932633623105256,6.907755278982137,6.9500150882720195,6.988335765641477,7.088934631197315,7.025538314638521,7.034169203837796,7.061905958809396,7.105581022312057,7.098426688815872,7.061060292797052,7.04922079928208,7.05934840847601,7.123351624660963,7.072058330273413,7.0869072610148125,7.0947938256542304,7.054985515964821,7.0951529888079525,6.939843593533638,7.0869072610148125,6.9385269376488905,6.870615732032681,6.682367057814103,6.908636610539064,,,,,6.927957986299656,7.066282354364192,6.95762710902231,6.95762710902231,6.949215106853261,6.995947991017598,6.930355110899378,7.0532628626533755,6.947760613595836,6.878767742108884,7.019967269589065,6.952207041552971,7.00953797329208,6.872102287155745,7.016954570947129,6.963325130136948,7.013115794639964,7.143535414300859,7.051500037648279,7.009041960353362,7.0431599159883405,7.046065841528315,7.108425974444288,7.074076494429651,6.933900559086459,6.963325130136948,7.138278937593969,6.996420916067794,6.956797463551733,6.991068868259822
Pilar del Este - Santa Guadalupe,,,,,,,,,7.233177679416765,7.129212488057027,7.035588650492022,7.1439027675677105,7.286091719702049,,7.2875526403417235,7.18248619908684,7.282448728423548,7.1873401412012985,7.033260360732431,7.144504482352126,7.290747531238243,7.099646286792242,7.03363552487114,7.188057244136296,7.058037482031475,7.017642568648332,7.103055312869082,7.234798425314499,7.074328478807953,7.207271809080921,7.154499631038494,7.148917335799025,7.12031672096581,7.165584388284237,7.1034998561082325,7.177179582860353,7.079073762431761,7.121329379280196,7.13672975060714,7.195437351433918,7.154996381875407,7.1034998561082325,6.35389224330221,6.912616709721023,7.038783541388542,7.070274208479912,6.837551020308888,6.968379900798572,,,,,7.105581022312057,6.460443060938473,6.98829414146615,6.945495606964984,6.985665483006914,7.048833877242043,6.911099773057535,6.914444267132934,7.022358661721141,6.888827269096618,6.95762710902231,6.967793323338848,7.172383242967809,7.0200844639560565,7.153888348521045,7.082959368007228,7.084685987141215,7.119298633711129,7.073740416456398,7.0080780006100065,7.115860952931806,7.20414929203594,7.090076835776092,7.07727773885725,7.234636824737585,7.105581022312057,7.146323300621979,7.15046547866893,7.1791002535161565,7.136596851410984
Pilara,,,,,,,,,,,,4.643978081136646,,,,7.834517310723587,7.105809098864725,7.758294633293512,8.078938260485081,7.699227212053068,7.880285729179168,7.032706804117133,5.520441029961501,,,7.413690917453936,5.448210456122654,7.716356323738761,7.703901699014229,7.803080882391248,5.465371451211203,7.413690917453936,5.528804892118005,7.582762895991922,,5.703782474656201,7.815747208041597,7.532805204520079,7.332785542585142,5.4608362960458114,7.487573774235079,7.5162365351270894,7.567000907866401,7.536363938404511,7.72385393396036,5.44141821018871,7.536363938404511,5.541731939694923,,5.298507879028909,,,5.570251082031678,7.4263029488420385,7.807238892539911,5.271600537650039,7.641724454062338,7.631674118208836,7.5292464706356474,7.836904165799661,7.534316854782786,7.512553289710793,7.72396255229931,5.334411351739783,7.64099691674396,7.663986434968659,7.718685495198466,5.495375547386572,7.66048917198037,7.45612797534338,5.349309954272669,7.644140138596729,7.710968866237321,7.652195753929632,7.596240446436271,7.745370891556499,7.644140138596729,7.7900162622699805,7.656252554625247,7.745370891556499,7.606981505618465,7.645142339122307
Pinares,,,6.8972839791148415,6.759335273863864,,,,,7.495541943884256,,7.907927494836994,7.317134286411438,,7.351815206435867,7.4673710669175595,7.124164798115003,7.446594091738245,,7.221870608502074,8.13963687142515,7.382702615083226,7.583306697651703,7.495541943884256,7.495541943884256,7.5231537066677046,7.5319095880551306,7.406746445101125,7.3098814858247865,7.340495368717334,7.495541943884256,7.383178975697212,7.4524824544238095,7.483495303192452,7.628156656941582,7.706851037551463,7.176489056338343,7.4673710669175595,7.602202850392111,7.495541943884256,7.600902459542082,7.708533123734448,7.472648124018404,7.434085089284093,7.3194900001038965,7.412311289734532,7.755053139369341,7.574830219232307,7.737314315031959,,,,,7.146166302427135,,7.644907898203439,,7.598073289860939,5.364140663273709,7.442001176956226,7.66686042733388,7.461140517166924,7.640433298298718,7.718891214189231,7.629145671855477,7.873942982000915,7.622642446178488,7.6359937793533526,7.70439297450052,7.924689536635979,7.661527081358517,7.806654268144423,7.9835900059509495,7.747858770643291,7.755053139369341,7.698734708779117,7.755053139369341,7.616092625036058,7.77140227737087,7.733135169980141,7.767695049598196,7.791268438811047,7.759507489718721
Playa Brava,,,,,,,8.130420216320225,8.191220521615433,,8.460034777576288,7.935271645966516,8.006367567650246,7.673223121121708,7.658966260496844,8.106375029016508,8.15207937883164,7.9958962677829515,8.221212316149762,8.18154705975733,8.04111051609412,7.940770285164434,8.197154348030669,8.211811541865055,8.161638905399013,8.069880973372573,8.1886891244442,8.207038263112398,8.077826531632391,8.011392735576997,8.231632010533595,8.18154705975733,8.060434788920523,8.185059356393623,8.111728083308073,8.246620946530916,8.174248440289407,8.184328896171223,8.211345154340762,8.208370708346177,8.099149301101212,8.22114286929394,8.247529624467134,8.156873030846166,8.192416994558215,8.180720954795024,8.191555383167627,8.111728083308073,8.128596909218423,8.389359819906353,8.164711125737542,8.167817549959116,8.242089901171317,8.234960723732021,8.17188200612782,8.276415570683298,8.18342001176419,8.207038263112398,8.184487437590501,8.229511118964457,8.136543252427797,8.28218070160505,7.990172881730266,8.253640101764152,8.417109732859254,8.242129582923669,8.25450381386425,8.331640614040836,8.320323072412988,8.345342934489578,8.28760031642212,8.304099975955529,8.34283980427146,8.35722854172356,8.294049640102028,8.344723931065294,8.340736754074682,8.242756345714477,8.303619091118179,8.262959053031997,8.333789968751542,8.392030048462232,8.250714921005358
Playa Grande,,,,7.673223121121708,8.268731832117737,,8.150261747310315,8.081875120158392,,,7.505592279737757,,7.600902459542082,8.353563767634435,8.182824004991803,,7.75735463635762,8.144517906131064,7.706262975199909,8.01164462475109,7.741017280824626,8.022896869601457,7.878113232126568,7.911057387845922,7.869166446136762,7.824046010856292,7.911057387845922,7.786619605337175,7.73948862282823,8.066607648027604,7.774565953592922,7.778583636779535,7.968627239667399,7.991100095519458,7.90100705199242,8.008499767043475,8.010631966436705,7.824046010856292,7.960457866346169,8.002656988253712,8.019106593427676,7.878113232126568,7.964542553006784,7.936660155225426,7.829161111523063,7.940842361068241,7.922486083669544,8.009833775626733,,,,8.013872293304315,7.94540686786056,7.957577403480815,8.082087502021778,,7.9062841090932645,7.908545274556402,7.879432611140149,7.858731568844182,7.919356190660617,7.849363818840582,8.05487921907592,7.937374696163295,7.986564940354067,7.853033547729544,8.057799741282517,7.810252688723956,8.053220734299284,8.093378944639877,7.957577403480815,7.832704073599406,8.06755524060354,8.006367567650246,,7.8737016013021535,8.006367567650246,7.849363818840582,8.074029589269767,7.952300346379971,8.024835110642357,8.033742729196229
Playa Mansa,,,,8.094920964991692,,,,7.32896874405844,,,8.2170885989659,7.748538458348147,7.914700379124423,8.006367567650246,8.163570138946515,7.606633134251068,7.850363319173665,7.957577403480815,7.965950324291393,8.026986854852982,8.119510223750128,8.095979726339934,8.135538732001791,8.077241907236903,8.073506870487876,8.14170891552001,7.9929619389249185,8.08786060190143,8.1048076404635,8.14724371626881,7.989560449333865,8.023759310362117,8.073506870487876,8.194419799153186,8.15711108915589,8.253227645581772,8.116368462864575,8.201676319971012,8.111728083308073,8.200523582091204,8.172638132939387,8.13007722197627,8.17443346700475,8.1886891244442,8.204818506374085,8.18043922497206,8.264196676952347,7.976514604500566,8.315555845322992,7.964745892959427,7.777089027768521,8.160518247477505,8.210668031162976,8.289455427074824,8.18791722166562,8.194419799153186,8.091812773607131,8.10419981688728,8.229511118964457,8.248929204821557,8.189980280207822,8.259364082114137,8.127728424654514,8.329140959913298,8.282999803915443,8.201918459890738,8.236200107115254,8.305884097749031,8.294049640102028,8.263521546030992,8.268731832117737,8.38034534844057,8.31174921720143,8.313594236174998,8.349619491256838,8.303045203010605,8.163913836478644,8.284570896147484,8.271060121877328,8.315823439651588,8.275773406329428,8.035890006916569
