cluster_lvl1,superficie_ref_median,superficie_ref_mean,CantidadDormitorios_median,CantidadDormitorios_mean,Antiguedad_median,Antiguedad_mean,tiene_cochera_mean
0,260.0,2258.202243418198,3.0,2.9706341923162776,1.0,59.091262471753375,0.04142502644887198
1,68.0,1055.9692301940654,2.0,2.1484285161547625,10.0,77.10017266138485,0.1377943888793839
